Tweet,Suicide,Labels
IM SO TIRED OF EVERYTHING CAN I DIE,Potential Suicide post,1
In tired of everything. Cant wait to die.,Potential Suicide post,1
"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tir… https://t.co/Vg9o3u1JZh",Potential Suicide post,1
"guess who will die today? that’s me!! I’m too tired of everything rn and I’m too hurt,,",Potential Suicide post,1
honestly i'm so tired of everything and myself can i just die already,Potential Suicide post,1
@AnitaHarrell19 @PeterParros I agree with everything except Benny. I'm tired of him. His character is boring and needs to die. IJS 😊,Potential Suicide post,1
RT @anjellycaa_: I’m at the point of the semester where I’m so tired of everything. I just want to roll over and die.,Potential Suicide post,1
I’m at the point of the semester where I’m so tired of everything. I just want to roll over and die.,Potential Suicide post,1
tired of waking up. tired of wanting to die. tired of everything.,Potential Suicide post,1
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. I… https://t.co/Nh4RvwANDg",Potential Suicide post,1
"I am just tired of everything, i wanna die",Potential Suicide post,1
i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers liter… https://t.co/ucZdBw2WHv,Potential Suicide post,1
@that_groyper Really tired of everything. It's all just so lame and gay. Nothing serious us ever going to happen an… https://t.co/swSugXE6ua,Potential Suicide post,1
RT @8BitSlothiness: @nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popup tel…,Potential Suicide post,1
@nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popup… https://t.co/mlXvJZIeLj,Potential Suicide post,1
I am so TIRED of EVERYTHING I just want to DIE,Potential Suicide post,1
"•and I’m so sick of love songs, so tired of tears. I’m so done with wishing, you were still here.",Potential Suicide post,1
daycare is so damn expensive. and the only reason why im getting a discount is because the owner knows my aunt. but… https://t.co/6Ml25B4CYE,Potential Suicide post,1
@lakezuriche I Hope I Fucken Change Cause Damn Do I Hate Myself!!!!!!!!,Potential Suicide post,1
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post,1
RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post,1
Damn really hate myself rn,Potential Suicide post,1
⚡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up… https://t.co/uSJJTGfjeR,Potential Suicide post,1
i hate when i want to be self-pitying but my mind refuses to let me like damn I just wanna feel sorry for myself fo… https://t.co/ekUgU72yA5,Potential Suicide post,1
patient: i hate myself and i want to die,Potential Suicide post,1
me as a future therapist: damn :/ it be like that sometimes,Potential Suicide post,1
"Update on my phone real quick, it was in my car the whole god damn time. I really fucking hate myself. https://t.co/msTC1tVqOA",Potential Suicide post,1
Who the fuck looses their damn keys? I hate myself 🤦🏼‍♀️,Potential Suicide post,1
I thought I’ve hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post,1
Damn .. I hate when I type so fast and the autocorrect changes go unnoticed ..smh at myself 🤦🏽‍♀️,Potential Suicide post,1
So I blew hella money at Joann’s 😂 damn it. I hate that I do this to myself but I love to make shit,Potential Suicide post,1
"@w_terrence @JenNbrenstore That guy is the total, complete product of PROGRESSIVE RE-EDUCATION. In other words, he'… https://t.co/moXnGTexzJ",Potential Suicide post,1
Damn I hate myself,Potential Suicide post,1
bruh i HATE myself a hot guy that i’ll NEVER SEE AGAIN says ONE THING to me and i’m like damn that would be cute to… https://t.co/GbaysqYRwU,Potential Suicide post,1
I hate when I’m talking to myself and someone’s like “huh?”. Can’t a girl have a conversation with herself in peace around here? god damn,Potential Suicide post,1
RT @TheOceaneOpz: I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 games th…,Potential Suicide post,1
I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 ga… https://t.co/hKPPloS2WZ,Potential Suicide post,1
Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much,Potential Suicide post,1
RT @TreyDiamonds: Hate the fact that I’m damn near forced to figure everything out by myself but it must be done,Potential Suicide post,1
RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post,1
Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post,1
"@wolfiecomedy These boys might find it shocking that some internet stranger like myself would say ""fuck these guys""… https://t.co/VNWeNO1cmv",Potential Suicide post,1
Hate the fact that I’m damn near forced to figure everything out by myself but it must be done,Potential Suicide post,1
I love everyone else while I hate myself,Potential Suicide post,1
"I don’t hate the player I hate the game, Jess Glynne is probably an awesome person but I will kill myself or someon… https://t.co/kIkyGgqYus",Potential Suicide post,1
i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includ… https://t.co/86DCY27jXT,Potential Suicide post,1
Dang man I’m so god damn insecure :// sigh I hate myself,Potential Suicide post,1
I really hate myself this much to wait in this long ass line damn,Potential Suicide post,1
"@slydevil damn right!, kinda hate myself for not having the system to lay it on... being poor sucks",Potential Suicide post,1
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself,Potential Suicide post,1
EVERY DAMN DAY. I HATE MYSELF. https://t.co/efhJYXcdU2,Potential Suicide post,1
I stay up all night tryna make myself feel alright I'm too uncomfortable to fall asleep ugh fuck this bitch of a ro… https://t.co/gkzZR3jNfW,Potential Suicide post,1
RT @juliareyes004: @Ryankingry You or the picture?! Cus damn both be looking so good! 😂🤩,Potential Suicide post,1
I hate myself,Potential Suicide post,1
"becaus honestly, you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gave… https://t.co/1RIuadu9mP",Potential Suicide post,1
Damn I fucking HATE myself,Potential Suicide post,1
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,Potential Suicide post,1
Omg the cringe I cant,Potential Suicide post,1
It makes me hate myself and i didn't do a damn thing,Potential Suicide post,1
I literally hate myself for reading this damn book,Potential Suicide post,1
I hate being by myself. Bc everything a damn music video,Potential Suicide post,1
RT @gracee_chang: Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Potential Suicide post,1
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra da… https://t.co/6Y6UzBwbsR,Potential Suicide post,1
Its fucking cold 😩 i hate working at 4 Am tf did i sign up for 😭why did i do this to myself damn it,Potential Suicide post,1
I hate myself so much,Potential Suicide post,1
RT @coletterojean: I hate when I have to rate my group members because I’ll ALWAYS rate them higher than I’d rate myself knowing damn well…,Potential Suicide post,1
ba't ko kinakaawaan sarili ko at iniisip na yung iba naiisip din ako? damn! hate myself. It's just me. 🤦,Potential Suicide post,1
I hate when I have to rate my group members because I’ll ALWAYS rate them higher than I’d rate myself knowing damn… https://t.co/bFUvC55DTT,Potential Suicide post,1
"Damn, i hate myself @EvoPvPServer",Potential Suicide post,1
"@zephrode @julouille3 Comme je le dis si bien ""let me hate myself god fucking damn it""",Potential Suicide post,1
@julouille3 Let me hate myself god fucking damn it,Potential Suicide post,1
I just wanna goto that concert so damn bad but would hate myself if I spent $300 on that ticket right now,Potential Suicide post,1
"@emwinward I hate myself, and my damn autocorrect 😂",Potential Suicide post,1
Damn I fucken hate shopping bc then I feel sooooo broke. Like I can’t even enjoy myself anymore,Potential Suicide post,1
I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data 😭😭😭,Potential Suicide post,1
namjoon: damn i hate myself,Potential Suicide post,1
@itsmeAJyo You think I like the feeling of walking past a homeless person knowing I'm gonna give them money I wish… https://t.co/9ybTrA6RRK,Potential Suicide post,1
"The one damn time I don’t watch RAW, Becky and the Smackdown women’s division attack the RAW women’s division and B… https://t.co/YSb2Eq2QAb",Potential Suicide post,1
RT @voidpaola: LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIK…,Potential Suicide post,1
@zayleeuh damn I hate myself,Potential Suicide post,1
@Ryankingry You or the picture?! Cus damn both be looking so good! 😂🤩,Potential Suicide post,1
I hate myself,Potential Suicide post,1
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Potential Suicide post,1
@balsamicth I couldn't hit you up? I hate it when this happens. I hate myself when i do it. Yet i do it constantly.… https://t.co/WZwSi1OKCm,Potential Suicide post,1
I damn near hate smoking by myself but sometimes I like it cause I can’t finish blunts and I be having some for later.,Potential Suicide post,1
Can’t believe I lost my damn car keys smh mind you the damn house key is on there 🙄 this is the 2nd time my drunk a… https://t.co/EaZ8urlp7o,Potential Suicide post,1
Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself,Potential Suicide post,1
"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",Potential Suicide post,1
i think it was my lack of saying anything at all that was pretty stupid when i met harry. i was acting all cool and… https://t.co/lpdqwGeI8J,Potential Suicide post,1
maybe i hate myself,Potential Suicide post,1
maybe i think i deserve to die,Potential Suicide post,1
"damn, what is this crazy life of mine",Potential Suicide post,1
Damn my FBI agent must hate me. I saw this as soon as i asked myself “why are you always tired?”.. https://t.co/vTORJSqCx3,Potential Suicide post,1
I hate going into my rap zone cause then I think to myself damn people should really hear this but then I go oh wel… https://t.co/qU72v284yt,Potential Suicide post,1
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that,Potential Suicide post,1
Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways https://t.co/FRhjVbgkUw,Potential Suicide post,1
I hate myself more than anything in the world,Potential Suicide post,1
LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,Potential Suicide post,1
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post,1
the damn 3D movie glasses... I hate myself,Potential Suicide post,1
My whole family is so damn beautiful and I’m the start of the ugly generation of it and I just hate myself so much I can’t even express it,Potential Suicide post,1
HOW DID I JUST GIVE UP ON SLEEPING IM NOT EVEN TRYING ANYMORE I HATE MYSELF DAMN,Potential Suicide post,1
I hate repeating myself dawg. like damn.,Potential Suicide post,1
damn i really do hate myself,Potential Suicide post,1
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOK… https://t.co/yif8DABTQm,Potential Suicide post,1
RT @mercurymalek: i fucking BEG YOU just leave me here to die I DESERVE IT https://t.co/kFBttqboUe,Potential Suicide post,1
So sad that I can't protect these cats and I don't know whats ever bothering them. I don't know why this stuff has… https://t.co/SDrCTy43V3,Potential Suicide post,1
RT @trilllizard666: i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you gi…,Potential Suicide post,1
"I will post this every single time it comes across and I will share how angry, how upset, how emotional I still am… https://t.co/mQLqvVplVb",Potential Suicide post,1
"@MSNBC @NBCNews ""I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violate… https://t.co/fxJEjOi74P",Potential Suicide post,1
"It’s been nearly three years, but I still feel that Kylo/Ben Solo doesn’t deserve redemption. The man killed his ow… https://t.co/a69qtrMkh7",Potential Suicide post,1
"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeL…",Potential Suicide post,1
RT @AprilMaeJackson: R.I.P @xxxtentacion I didn’t know much about you but you helped out in hard times you didn’t deserve to die at such a…,Potential Suicide post,1
I’m a waste of space and I deserve to die.,Potential Suicide post,1
"RT @MilradJalen: @raesanni I agree it’s awful and makes no sense. Regardless of his last mistakes, he didn’t deserve to die and mocking him…",Potential Suicide post,1
I hate myself sm. I just wanna die. I don’t deserve to live.,Potential Suicide post,1
"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, p… https://t.co/eokuBuayM6",Potential Suicide post,1
"Yes go keep on bringing me down, I swear I’ll deactivate my social medias and never come back because yeah you guys… https://t.co/x8YkSCbymZ",Potential Suicide post,1
RT @camphalfblood: Random commenter asked why I had such an extreme social warrior agenda in Magnus Chase. What he calls extreme social jus…,Potential Suicide post,1
"@myselfmp3 Aw I'm so sorry, try not to let it get to you too much, they obviously didn't deserve you in the first p… https://t.co/F3aDF3M6U0",Potential Suicide post,1
i hate that i’m not okay. i hate that i fucking want to kill myself but don’t bc i don’t want to leave my family st… https://t.co/QKmnrE63Ea,Potential Suicide post,1
"RT @Raptors_22: I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. I’m never gonna get into  @Fa…",Potential Suicide post,1
"I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. I’m never gonna get i… https://t.co/90Myx2lVgt",Potential Suicide post,1
RT @damnitdolann: I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and const…,Potential Suicide post,1
FUCK YOU I FUCKING HATE YOU,Potential Suicide post,1
YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,Potential Suicide post,1
I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and… https://t.co/eXWykCGcrf,Potential Suicide post,1
@gukdaydream so i need to work on this project and people count on me but i do fucking nothing because i think it's… https://t.co/3xuJT5Fp0X,Potential Suicide post,1
Liter spent so much money tonight and literally one of the worst nights in a looo g time literally about to straigh… https://t.co/XEgK1zt0Xs,Potential Suicide post,1
Dunno why my phones done me so dirty and made videos of me and my ex’s Cos of face recognition with the background… https://t.co/x6KfbmgBP9,Potential Suicide post,1
I was drinking and crying my night away as usual to find out my ex is fucking a girl in his bed so I tried to kill… https://t.co/8YFPGq7C6k,Potential Suicide post,1
ok legit question can I fucking kill myself I'm 100% done with life,Potential Suicide post,1
I’m so done with today like I just want to fucking kill myself,Potential Suicide post,1
how many times do i have to be in this position for my fucking mother to realise that if i stay here i’ll either ki… https://t.co/lBQ8hoeHC2,Potential Suicide post,1
Oh my god if that Jim Acosta did to that woman was fucking abuse WHAT DO YOU THINK TRUMP HAS DONE TO FUCKING WOMEN… https://t.co/U1eFGgIyuy,Potential Suicide post,1
i wanna kill myself im so fucking done,Potential Suicide post,1
GOD FUCK IM A DUMB FUCKING IDIOT WHO CALLED OUT PERSONAL INSTEAD OF SICK GUESS WHOS GETTING THEIR THIRD REPRIMAND S… https://t.co/r9W52o6LNY,Potential Suicide post,1
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THO… https://t.co/BYzGwBrFWB",Potential Suicide post,1
I’m just gonna go ahead and kill myself. Already done for the fucking day.,Potential Suicide post,1
@XirthTv The girl I was fucking with the one that made me not kill myself a night I was just done is out of being institutionalized,Potential Suicide post,1
“Im going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has bee… https://t.co/inr5vuBccx,Potential Suicide post,1
I fucking get it that I’m almost done with the semester but I feel like it’s too much shit I have to do. I feel lik… https://t.co/rmKzCdSSNI,Potential Suicide post,1
I want to kill myself I really want to fucking kill myself im done,Potential Suicide post,1
@WarcraftDevs  can u do something about demo holy fucking SHIT its been months without ANYTHING done do u not reali… https://t.co/g4m6reGxUg,Potential Suicide post,1
@Cinder5Bye5 I demanded personal satisfaction. And it was so fucking glorious to finally have done it. I had to do… https://t.co/RiK6Ys6Uw6,Potential Suicide post,1
"I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow, priscilla! @gilmoregirlc",Not Suicide post,0
@Vintage_Twit Thanks for the offer!,Not Suicide post,0
glad to see spring making a comeback in Denver today!,Not Suicide post,0
is loving the sun but is upset she cant make the picnic thurs,Not Suicide post,0
is home from the gym and is going to sit on her butt all day,Not Suicide post,0
"@jrkgirlnla Oh yes, I was reading that one",Not Suicide post,0
@rivensky Haha. Well I have more but I don't have to do anything but file the rest away or delete them.,Not Suicide post,0
@DanceMassTV Thanks! It's just what I think.,Not Suicide post,0
News Releases from the banquet = almost done! Final editing stages.,Not Suicide post,0
@DodgerBlueOPJ He is good! He's down in Florida for MTS. He graduates in late April...He really happy about this,Not Suicide post,0
@jnaylor #kiwitweets Hey Jer! Since when did you start twittering?,Not Suicide post,0
@SecBarbie *I* even figured out that Turkey is pretty close to Iraq.,Not Suicide post,0
about to open birthday presents,Not Suicide post,0
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post,0
"@HZilionis The thing to remember is, obsessing sucks up energy you could put into that new story! I say kick worry to the curb.",Not Suicide post,0
@n3rdbeere MicroBlog? You have a good point!,Not Suicide post,0
"@schulman Yes, I am obviously the only one at the National Aviary who answers the phone.",Not Suicide post,0
"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",Not Suicide post,0
"@kimlet9 : oh, that was great! Thanks, I'll pass it around.",Not Suicide post,0
"@TaniaUncensored tania, i think you should get athene and the rest of the crew on twitter",Not Suicide post,0
@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,Not Suicide post,0
@JonathanRKnight Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post,0
tonight's the last time i'll sport this Milla-Jovovich-esque hair http://tinyurl.com/6yabk6 ) will finally have a straight do tomorrow,Not Suicide post,0
"@adoredesalon WHAT? You so need to put that on the site. You know, cause us bloggers LOVE free wifi!! Awesome.",Not Suicide post,0
@vegale Wow! Wow! Good to hear,Not Suicide post,0
@cydneyw http://twitpic.com/2nvz6 - We're both famous,Not Suicide post,0
"important meetings happening all over the office, and i'm not needed in any of them. YES!",Not Suicide post,0
should not be crushing on a boy (with a nice smile) just 'cos he asked for my number... hmm...,Not Suicide post,0
YaY!! Just found out Amy is having a Girl!! LiL Bonita!! Im so excited..now I can go by little girly things for the babes,Not Suicide post,0
"@shelleybookworm Hah! Round is a shape, indeed, and there are round parts of me I'd like to plane down.",Not Suicide post,0
"@PhilipMcCluskey I gotcha this is my fridge: http://tinyurl.com/dxvmx7 ...not sure it's photographed well though, arg.",Not Suicide post,0
some people tweets a lot.Thatï¿½s cool...I guess,Not Suicide post,0
Amazing night and great day...I LOVE my Heels!!!,Not Suicide post,0
@vanessawhite Haha Get all your Stress out x,Not Suicide post,0
@SonjaNorwood I see you are a fast learner LOL You went to no messages to a few pages full in just one night! Go head Ms Sonya!,Not Suicide post,0
@JennW Thank you!,Not Suicide post,0
Good morning Tweeterville! Looking forward to your tweets today Make it an awesome day.,Not Suicide post,0
@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,Not Suicide post,0
@paulhuse ouch,Not Suicide post,0
@kanter And waiting for sunrise in spring with an amazing colors,Not Suicide post,0
"Wow! Just back from my longest ever non stop run, 14 miles. Now I truly know what sore legs feel like! delighted tho",Not Suicide post,0
"http://twitpic.com/2yf0y - Me and my boyfriend, Tom, on my birthday night out",Not Suicide post,0
"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not Suicide post,0
"@nicolaisbombay i thought it meant you are my destiny too! cause of the song! hahaha, and yes, they're coming.",Not Suicide post,0
@ddlovato here are 15:55 GOOD MORNING!,Not Suicide post,0
"Fast &amp; Furious: New Model, Original Parts a really good film",Not Suicide post,0
watching Arthur cos I'm way cool,Not Suicide post,0
@BruceLaBruce lol i'm thinking of moving to Berlin,Not Suicide post,0
@LaurenFisher obey the last fm algorithm. maybe it would turn out you really do like scooter if you gave him a chance,Not Suicide post,0
Morning! I have slacked for two days in twittering! But here I am again. Just finished a good run Ready to start a new day.,Not Suicide post,0
@bensummers Isn't that sweet of them.... Altruism at it's finest....,Not Suicide post,0
Good Day Tweeps! Have a great day,Not Suicide post,0
"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not Suicide post,0
"@dink9966 Losing those 2 guys is huge, but you gotta deal with it. Time to call up Weber for the PP &amp; Price to take some NyQuil #habs",Not Suicide post,0
@SILVERSUN You make the milk look REALLY good in your pictures,Not Suicide post,0
is working on her listography. http://plurk.com/p/n233g,Not Suicide post,0
It's Tuesday...at work...still riding the high from the workout last night. It should be a good day!,Not Suicide post,0
@theshortestfuse that is so cool...good to hear...thanks for sharing!,Not Suicide post,0
"@cherryspoon Don't get upset by it, not worth it Besides if they do that with enough people, their accounts will not be so popular ;-)",Not Suicide post,0
@Woth2982 @DDsBoston @Bostongrlkayte it is going to be sunny and 11 Celcius Friday and sunny and 15 Saturday sweet,Not Suicide post,0
@stbalkcom do u know ur joe is on here now?,Not Suicide post,0
@solareclipse2k http://twitpic.com/2y3i4 - Totally love this pic! Are you singing it in Finnish?,Not Suicide post,0
Haircut! Feeling fresh and clean,Not Suicide post,0
@Sam_Johnson I'm with ya there,Not Suicide post,0
@helloitsliam todd loves steps,Not Suicide post,0
"@richardsedley I'm absolutely interested! I'll shoot you my info in a DM, or of course feel free to share it in a reply and I'll retweet.",Not Suicide post,0
poor @littlebrownpen ! Fortunately you have a good sense of humor,Not Suicide post,0
@aussie_ali @heidiheartshugs toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not Suicide post,0
@redrobinrockn yes...but today daddy has them! i'm out for the day to work,Not Suicide post,0
"@Carlotaxx 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",Not Suicide post,0
Good morning.,Not Suicide post,0
"@AmandaFPatton haha, well it's never a permanent state for me (offline)",Not Suicide post,0
trying to figure out how this works!,Not Suicide post,0
@nikki_morris ... and then look bemused when I take it off of their alloted hours,Not Suicide post,0
Beans on toast with Simona. Can it get any better ?,Not Suicide post,0
"@GreigWells Haha, they are a flamin distraction",Not Suicide post,0
ok... now I have tkts for 2nite... Fast and the Furious! hope is GREAT after being sold out for the weekend!...,Not Suicide post,0
"@Corning_Futures yo, I live in Jacksonville lets do lunch",Not Suicide post,0
@strekr Wasn't the Miami valley already frozen? It's WINTER!,Not Suicide post,0
@_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,Not Suicide post,0
going back to straighten my hair download some nds roms first though,Not Suicide post,0
It's going to be a beautiful day--I am going to have a new granddaughter!,Not Suicide post,0
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,Not Suicide post,0
@taylorchoi congrats!!!!! Ill def go and support the TC Media takeover,Not Suicide post,0
I'm learning to twitter!! beats doing the taxes,Not Suicide post,0
@photojunkie I thought it said &quot;looking to get A shot&quot; for a second - I'm interested in both #mesh09,Not Suicide post,0
@nikkiclifton Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,Not Suicide post,0
- Iowa No. 2 in happy! Yea!,Not Suicide post,0
@tommcfly i went to starbucks earlier,Not Suicide post,0
@mcm180 u've got a list for fellow #hotties? You gonna have to share that one Amigo!,Not Suicide post,0
@nikki_knebs Congrats. Hopefully we will be seeing you in the fall.,Not Suicide post,0
@tommcfly hot chocolate xx,Not Suicide post,0
http://twitpic.com/2ydkg - Time to bust out the Green Wing,Not Suicide post,0
@Fred0828 yeah 16kg is around 40lbs Glad you liked the interview I did with Steve Cotter; Quigong is sucha valuable part of any training,Not Suicide post,0
@katahay i adore your music. you are extremely talented,Not Suicide post,0
@tommcfly yummy starbucks!,Not Suicide post,0
@ibeatsex imy frankieeeee &lt;3(: found any good books to read yet?,Not Suicide post,0
Photo: eatsleepdraw: so weirdï¿½ I like it. http://tumblr.com/xig1jujl3,Not Suicide post,0
Just woke up ...Good morning everyonee!,Not Suicide post,0
"@ValenValdez Oh, that's good to hear. But is it over already? Or you'll continue it after the Holy week?",Not Suicide post,0
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,0
@Richelle27 damn it have to make it a proper website one day with the help of tiff,Not Suicide post,0
@joemcintyre WELCOME TWEET&lt;3 LETS GET THIS!!!!!!!!!!!!,Not Suicide post,0
@cyberpenguin I am really good...tired but good,Not Suicide post,0
"There is a stray cat on campus that looks like Garfield. The students are always feeding him, so he is very fat. Like me.",Not Suicide post,0
@Schofe You too,Not Suicide post,0
@agpublic have you seen this link? Me thinks you might like it http://bit.ly/Mr2jY,Not Suicide post,0
@caitlinh38 Caution: It can be addictive,Not Suicide post,0
"@TomFelton Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",Not Suicide post,0
@rainbowdarling lol you and me both. Grumpy and bitter.,Not Suicide post,0
@Turbizzle Goooooood hwo're you?,Not Suicide post,0
@mileycyrus lol the conbrainer store thats cute,Not Suicide post,0
@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,Not Suicide post,0
@greyseer Decently functional. I'm at work today.,Not Suicide post,0
@christinamendez: My list is short; so does that mean the my God is huge too? LoL,Not Suicide post,0
I'm not really feeling the whole 'going to class and being productive' thing today....hooky?!,Not Suicide post,0
@MattKelland that Dalek is great,Not Suicide post,0
Positive Mental Attitude - Today can't be as bad as yesterday.,Not Suicide post,0
Ecstatic that Wal-Mart now carries Sambazon!!!,Not Suicide post,0
"laughter is indeed the best medicine! whatever ur situation today,find a reason 2 smile wholeheartedly! God is good,faithful&amp;loves u &lt;3",Not Suicide post,0
@DerrenLitten What is the software on the middle screen? I have used Adobe Premiere and Sony Vegas for amateur video making,Not Suicide post,0
@daveixd Insulting? Did *you* invent it? Now I know what to get you for your birthday: http://is.gd/rcf4,Not Suicide post,0
I'm VERY VERY hungry! Don't anyone on my timeline dare to talk about food :@ Or I'll seriously eat you up!,Not Suicide post,0
#cflsc1 enough of the shameless book plug,Not Suicide post,0
@samotage what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,Not Suicide post,0
@djroxc Welcome to Twitter!!,Not Suicide post,0
"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",Not Suicide post,0
@mikebairos we don't have tix just going to attend festivities,Not Suicide post,0
@foodphilosophy magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,Not Suicide post,0
Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,Not Suicide post,0
@whiskymac1746 Afternoon to you too,Not Suicide post,0
"My co-workers are my guinea pigs. Lucky for them, I'm testing recipes from my Ultimate Cookie cook book.",Not Suicide post,0
"@BookThingo I want to read P. D. James's THE CHILDREN OF MEN, though - interesting premise. Yay for futuristics!",Not Suicide post,0
Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,Not Suicide post,0
Working on a film. Have been busy. Have a nice day everyone,Not Suicide post,0
"i'm home from school, yay! wasn't that bad actually, and i had a nice dinner with graceeeeee.",Not Suicide post,0
"@julienviet the fluider an interface, the better, regardless of the purpose",Not Suicide post,0
"@MaranePlaza: Glad you enjoyed your first day, frend",Not Suicide post,0
"@tpgraham that's pretty cool, man. I'm not a fan, but lossless FTW! I'll check it out ...",Not Suicide post,0
"@pjgariel Yeah, still chilly here too but s'posed to return to normal temps this week. Gonna spend some time with the girls this week!",Not Suicide post,0
is getting ready to take Munchlet to the vet. Then doing absolutely nothing but relaxing! Next two days off.,Not Suicide post,0
Make sure you email me to enter this month's giveaway - makeup from Pink Quartz Minerals!!,Not Suicide post,0
Thanks @unltdworld and @danlehner for the Enternships.com plugs,Not Suicide post,0
"I'm gunna have a lazy day today. Woo, Good timezzzzzzzz",Not Suicide post,0
thinks she found a good group to help her refocus,Not Suicide post,0
"Good morning, @mirandaanzures .... Only about eight hours until Noodles.... The only positive thing I can think of right now",Not Suicide post,0
"@secondcitystyle LOL I thought this was a post about buying good, cheap wines.",Not Suicide post,0
"is proud that Wilmington, DE has decreased the number of homicides compared to this time last year by 62%. Absolutely commendable!",Not Suicide post,0
@chipcoffey That is great to hear!! Thanks Chip!,Not Suicide post,0
